 ,Label,Area,Mean,IntDen,RawIntDen
1,H2BRFP:background,43.439,10.093,438.409,8508
2,H2BRFP:background,7.420,10.319,76.572,1486
3,H2BRFP:background,21.642,10.857,234.972,4560
4,H2BRFP:Cntl,1855.920,129.213,239808.082,4653847
5,H2BRFP:Expt,1816.861,103.262,187612.554,3640912
6,TCFLefd2eGFP:background,43.439,10.493,455.826,8846
7,TCFLefd2eGFP:background,7.420,10.889,80.797,1568
8,TCFLefd2eGFP:background,21.642,10.536,228.016,4425
9,TCFLefd2eGFP:Cntl,1855.920,59.698,110794.822,2150145
10,TCFLefd2eGFP:Expt,1816.861,43.475,78988.186,1532888
