Emb1,sec1,0.5948735556150292
Emb1,sec2,0.6753270325382489
Emb1,sec3,0.7038995893134896
Emb2,sec1,1.3146667895095163
Emb2,sec2,1.9493500179193164
Emb2,sec3,1.3983229005305826
Emb3,sec1,0.8815184608953457
Emb3,sec2,0.9524988706681
Emb3,sec3,1.30091908426233
Emb4,sec1,0.6646151241532525
Emb4,sec2,0.8443493420723297
Emb4,sec3,1.1290361235865514
Emb5,sec1,0.34708003593576764
Emb5,sec2,0.3250362565881851
Emb5,sec3,0.3940853215062987
Emb9,sec1,0.4103332733347225
Emb9,sec2,0.7291844185191191
Emb9,sec3,1.26381679510268
