Emb1,TCFLef,sec1,527.0393902222222
Emb1,TCFLef,sec2,631.0690396666669
Emb1,TCFLef,sec3,749.7347953333334
Emb1,pCIG,sec1,1026.9321671111109
Emb1,pCIG,sec2,1203.0082458888892
Emb1,pCIG,sec3,1472.820685111111
Emb2,TCFLef,sec1,772.1086524444444
Emb2,TCFLef,sec2,505.48906455555556
Emb2,TCFLef,sec3,995.7567085555556
Emb2,pCIG,sec1,1413.7091324444443
Emb2,pCIG,sec2,918.6030344444445
Emb2,pCIG,sec3,1894.0062252222222
Emb3,TCFLef,sec1,562.3246286666667
Emb3,TCFLef,sec2,600.4178306666666
Emb3,TCFLef,sec3,805.0357064444444
Emb3,pCIG,sec1,1065.1817216666668
Emb3,pCIG,sec2,1125.8406946666666
Emb3,pCIG,sec3,1527.4116706666666
Emb4,TCFLef,sec1,533.8511395555556
Emb4,TCFLef,sec2,606.1294213333332
Emb4,TCFLef,sec3,727.7382730000002
Emb4,pCIG,sec1,1006.8095837777779
Emb4,pCIG,sec2,1153.0100577777778
Emb4,pCIG,sec3,1374.1048624444447
Emb5,TCFLef,sec1,394.24171222222213
Emb5,TCFLef,sec2,461.61521777777784
Emb5,TCFLef,sec3,515.1124228888889
Emb5,pCIG,sec1,957.5672165555554
Emb5,pCIG,sec2,1094.9396911111112
Emb5,pCIG,sec3,1230.4148874444445
Emb9,TCFLef,sec1,416.2025666666666
Emb9,TCFLef,sec2,554.5231466666667
Emb9,TCFLef,sec3,438.3929474444444
Emb9,pCIG,sec1,976.3507172222221
Emb9,pCIG,sec2,1300.9497733333335
Emb9,pCIG,sec3,1041.5714611111111
