 ,Label,Area,Mean,IntDen,RawIntDen
1,A:CntlArea:c:1/3 - SMPD3MO_0;8mM_Emb7_9ss_10x.czi #1,122006.469,2471.208,301503417.216,1462784889
2,A:ExptArea:c:1/3 - SMPD3MO_0;8mM_Emb7_9ss_10x.czi #1,61269.639,3147.969,192874913.994,935758912
